1.594943661,-2.10929428,3.926865843,1.002035696,-3.322880001,5.395174653,11.8479343,22.25662834,36.24662318,52.84092087,-6.464006463,3.338638496
1.565757138,-2.16201957,4.008715867,0.941503975,-4.586963116,3.875087247,13.00634197,23.11656266,32.88018273,48.72161312,-6.584393011,2.736932003
1.532320844,-2.235436852,4.069581907,0.858692661,-5.851828814,2.538338912,13.86286024,23.90581485,29.34151069,43.99958233,-6.781062005,2.114286609
1.497100031,-2.325935605,4.100520616,0.762247306,-7.07645222,1.409413101,14.6217846,24.53611095,25.75225158,39.09888861,-6.912758467,1.77437619
1.456974623,-2.432567416,4.099309927,0.652258313,-8.222878063,0.473632523,15.29741718,25.02013587,22.17500135,34.6102523,-6.848406059,1.873366174
1.407028443,-2.551776847,4.067114319,0.529949812,-9.268174193,-0.303905085,15.88621704,25.4014219,18.81935833,31.08137302,-6.586601997,2.35976104
1.346562457,-2.674135354,4.016105463,0.399374946,-10.21072158,-0.940565558,16.30519181,25.75752242,15.92385151,28.64540637,-6.238714979,3.04010249
1.269361842,-2.790935055,3.955155333,0.265260714,-11.06267118,-1.409003842,16.47785811,26.08677591,13.59706538,27.16671388,-5.837279485,3.784873367
1.17750152,-2.89925368,3.885763785,0.127396683,-11.8421491,-1.726262968,16.40210509,26.32097693,11.78094317,26.41860884,-5.480964126,4.282846652
1.079157672,-2.995239195,3.81189459,-0.007020134,-12.55055798,-1.906412622,16.13150849,26.39246964,10.48065251,26.15810039,-5.389553736,4.402852023
0.975045628,-3.081739959,3.729709783,-0.133360498,-13.16029021,-1.95903728,15.6623976,26.32132935,9.581842987,26.37095749,-5.418940585,4.229920038
0.870056905,-3.159941543,3.644608449,-0.248424281,-13.65498015,-1.889886516,14.98236274,26.07885712,8.84697209,26.86567477,-5.429476839,3.863719988
0.774322157,-3.224364936,3.560097497,-0.347015074,-13.99164032,-1.71400796,14.19265572,25.62271769,8.119045871,27.39249108,-5.562159135,3.416129925
0.683711429,-3.279453361,3.475932389,-0.431449536,-14.12553657,-1.432198371,13.41576112,24.94043322,7.478007808,27.80159949,-5.728304645,3.115417193
